id,name,type,address,lat,lon
44502324,,school,Зелёная улица,55.8903859,37.4758059
44503057,Школа №707,school,Никитинская улица,55.7971548,37.7735426
44678827,Школа № 3 им. И. А. Флерова,school,,55.8024362,37.933531
45256626,"ГБОУ Школа в Капотне (Учебный корпус ""Кузнецкий"")",school,"Капотня 3-й квартал, 24",55.6359101,37.7976899
45398742,,school,Большая Очаковская улица,55.6838216,37.4570798
45463106,Воскресная школа при храме Св. Николая,school,улица Льва Толстого,55.7320652,37.5904566
45496375,Школа №5,school,,55.6750666,37.283872
45683399,Школа №45,school,,55.6847791,37.8694239
45689057,Лицей №4,school,,55.6806084,37.8837733
45739177,"НОУ ""Развитие"" (школа компенсирующего обучения)",school,Новочерёмушкинская улица,55.6715593,37.5647551
45778892,"Школа ""Покровский квартал"". Здание на Б. Трехсвятительском",school,Большой Трёхсвятительский переулок,55.7549631,37.6460396
45779227,Школа №664,school,Главная улица,55.8199241,37.8663732
45850376,"ГБОУ школа № 1363, корпус 2",school,Ташкентский переулок,55.7066325,37.8233965
45850682,Школа №1937,school,Самаркандский бульвар,55.6997432,37.8146225
45875704,Школа №394,school,Волгоградский проспект,55.70516,37.7859633
45876992,Школа № 468,school,улица Фёдора Полетаева,55.7129864,37.7710257
